"id","fullName","club","season","APPEARANCES","ASSISTS","AVERAGE_GOALS_PER_MATCH","AVERAGE_POINTS_PER_MATCH","CLEAN_SHEETS","DRAW_RATIO","FOULED","FOULS","LOSS_RATIO","OLDEST","RED_CARDS","SHORTEST","SUBSTITUTIONS_OFF","SUBSTITUTIONS_ON","TALLEST","TOP_SCORERS","WEIGHT","WIN_RATIO","YELLOW_CARDS","YOUNGEST"
"4405","Paul Rideout","Everton","1995-1996",25,0,0.24,1.56,7,24,0,0,32,51,0,1.8,3,6,1.8,6,NA,44,2,51
"4485","Justin Skinner","Wimbledon","1995-1996",1,0,0,0,0,0,0,0,100,46,0,1.7,1,0,1.7,0,70,0,0,46
"4497","Owen Coyle","Bolton","1995-1996",5,0,0,0.8,0,20,0,0,60,49,0,1.8,1,3,1.8,0,NA,20,0,49
"4869","Glenn Helder","Arsenal","1995-1996",24,0,0.04,1.46,5,33.33,0,0,29.17,47,0,1.8,5,9,1.8,1,73,37.5,0,47
"488","Michael Duberry","Reading","1995-1996",22,0,0,1.36,4,40.91,0,0,27.27,40,0,1.85,2,0,1.85,0,87,31.82,3,40
"5000","Dejan Stefanovic","Fulham","1995-1996",6,0,0,1,0,0,0,0,66.67,41,0,1.8,3,1,1.8,0,83,33.33,0,41
"5108","Anthony Yeboah","Leeds","1995-1996",22,0,0.55,1.59,7,22.73,0,0,31.82,49,0,1.83,3,0,1.83,12,77,45.45,0,49
"5122","Ned Zelic","QPR","1995-1996",4,0,0,0.25,0,25,0,0,75,44,0,1.88,0,1,1.88,0,83,0,1,44
"5180","Bryan Roy","Nott'm Forest","1995-1996",28,0,0.29,1.75,3,25,0,0,25,45,0,1.78,9,3,1.78,8,77,50,3,45
"520","Teddy Sheringham","West Ham","1995-1996",38,0,0.42,1.61,11,34.21,0,0,23.68,49,0,1.83,1,0,1.83,16,80,42.11,2,49
"5388","Jan-Aage Fjörtoft","Barnsley","1995-1996",28,0,0.21,1.29,7,21.43,0,0,42.86,48,0,1.96,6,1,1.96,6,90,35.71,3,48
"5577","Julian Watts","Leicester","1995-1996",11,0,0.09,0.91,1,9.09,0,0,63.64,44,0,1.91,1,2,1.91,1,81,27.27,2,44
"57189","Martin Allen","West Ham","1995-1996",3,0,0.33,0.67,0,66.67,0,0,33.33,50,0,1.78,0,0,1.78,1,70,0,1,50
"587","Darren Huckerby","Norwich","1995-1996",1,0,0,3,0,0,0,0,0,39,0,1.78,0,1,1.78,0,70,100,0,39
"5904","Vinny Samways","Everton","1995-1996",4,0,0.25,0.5,0,50,0,0,50,47,0,1.78,0,1,1.78,1,76,0,0,47
"61","David Batty","Leeds","1995-1996",34,0,0.06,1.53,11,20.59,0,0,35.29,47,0,1.73,1,0,1.73,2,76,44.12,7,47
"6256","Klas Ingesson","Sheff Wed","1995-1996",5,0,0,1,2,40,0,0,40,47,0,1.91,0,2,1.91,0,83,20,0,47
"6406","Giuseppe Mazzarelli","Man City","1995-1996",2,0,0,0.5,0,50,0,0,50,43,0,1.8,0,2,1.8,0,75,0,0,43
"7093","William Prunier","Man Utd","1995-1996",2,0,0,1.5,0,0,0,0,50,48,0,1.85,0,0,1.85,0,78,50,0,48
"7185","Philemon Masinga","Leeds","1995-1996",9,0,0,1.22,1,22.22,0,0,44.44,46,0,1.88,3,4,1.88,0,77,33.33,1,46
"7666","Michael Thomas","Liverpool","1995-1996",27,0,0.04,1.81,7,25.93,0,0,22.22,48,0,1.75,1,9,1.75,1,73,51.85,3,48
"7896","Efan Ekoku","Wimbledon","1995-1996",31,0,0.23,1.29,2,32.26,0,0,35.48,48,0,1.88,15,3,1.88,7,76,32.26,5,48
"7900","Hans Segers","Spurs","1995-1996",4,0,0,1.75,0,25,0,0,25,54,0,1.8,0,1,1.8,0,82,50,0,54
"7982","Bruce Grobbelaar","Sheff Wed","1995-1996",2,0,0,1.5,1,0,0,0,50,58,0,1.85,0,0,1.85,0,80,50,0,58
"7984","Steve Nicol","Sheff Wed","1995-1996",19,0,0,1,2,21.05,0,0,52.63,54,0,1.78,2,1,1.78,0,79,26.32,1,54
"7989","John Barnes","Charlton","1995-1996",36,0,0.08,1.92,14,25,0,0,19.44,52,0,1.81,2,0,1.81,3,79,55.56,0,52
"7991","Nigel Spackman","Chelsea","1995-1996",16,0,0,1.38,5,43.75,0,0,25,55,1,1.85,3,3,1.85,0,83,31.25,0,55
"7994","Peter Beardsley","Bolton","1995-1996",35,0,0.23,2.06,12,17.14,0,0,20,54,0,1.73,2,0,1.73,8,73,62.86,6,54
"7995","Ian Rush","Newcastle","1995-1996",20,0,0.25,1.55,2,35,0,0,25,54,0,1.8,2,10,1.8,5,79,40,0,54
"8003","Nigel Clough","Man City","1995-1996",17,0,0.12,1.29,4,41.18,0,0,29.41,49,0,1.76,1,1,1.76,2,77,29.41,2,49
"8429","Ronnie Ekelund","Coventry","1995-1996",4,0,0,0.75,0,0,0,0,75,43,0,1.79,2,2,1.79,0,79,25,0,43
"8466","Craig Maskell","Southampton","1995-1996",1,0,0,0,0,0,0,0,100,47,0,1.78,0,1,1.78,0,74,0,0,47
"8611","Tony Roberts","QPR","1995-1996",5,0,0,0.6,1,0,0,0,80,46,0,1.81,0,0,1.81,0,76,20,0,46
"8707","Juergen Sommer","QPR","1995-1996",33,0,0,0.91,4,18.18,0,0,57.58,46,0,1.96,0,0,1.96,0,89,24.24,1,46
"8827","Chris Waddle","Sunderland","1995-1996",31,0,0.06,0.97,2,29.03,0,0,48.39,55,0,1.88,7,8,1.88,2,82,22.58,1,55
"8879","Anders Limpar","Everton","1995-1996",28,0,0.11,1.36,6,28.57,0,0,35.71,50,0,1.72,9,6,1.72,3,72,35.71,5,50
"8882","Gary Mabbutt","Spurs","1995-1996",32,0,0,1.69,11,37.5,0,0,18.75,54,0,1.79,1,0,1.79,0,80,43.75,4,54
"8887","Paul Walsh","Man City","1995-1996",3,0,0,0.33,0,33.33,0,0,66.67,53,0,1.7,1,0,1.7,0,67,0,1,53
"8926","Mark Atkins","Blackburn","1995-1996",4,0,0,0.75,0,0,0,0,75,47,1,1.85,0,4,1.85,0,76,25,0,47
"9","David Seaman","Man City","1995-1996",38,0,0,1.66,16,31.58,0,0,23.68,52,0,1.93,0,0,1.93,0,NA,44.74,0,52
"9084","Mark Wright","Liverpool","1995-1996",28,0,0.07,1.86,10,25,0,0,21.43,52,0,1.88,2,0,1.88,2,84,53.57,6,52
"9085","Faustino Asprilla","Newcastle","1995-1996",14,0,0.21,1.5,2,21.43,0,0,35.71,46,0,1.75,3,3,1.75,3,NA,42.86,2,46
"9086","Phillipe Albert","Newcastle","1995-1996",23,0,0.17,2,7,17.39,0,0,21.74,48,0,1.9,1,4,1.9,4,89,60.87,3,48
"9511","David Rocastle","Chelsea","1995-1996",1,0,0,0,0,0,0,0,100,48,0,1.75,0,0,1.75,0,71,0,0,48
"1","Alan Shearer","Newcastle","1996-1997",31,0,0.81,1.94,11,29.03,0,0,16.13,45,0,1.83,1,0,1.83,25,76,54.84,5,45
"1016","Kevin Pressman","Leicester","1996-1997",38,0,0,1.5,10,39.47,0,0,23.68,48,0,1.85,1,0,1.85,0,94,36.84,1,48
"1017","Julian Joachim","Leeds","1996-1997",15,0,0.2,1.13,1,13.33,0,0,53.33,41,0,1.68,2,12,1.68,3,NA,33.33,0,41
"1024","Sean Flynn","Derby","1996-1997",17,0,0.06,1.06,1,35.29,0,0,41.18,47,0,1.73,3,7,1.73,1,70,23.53,3,47
"1025","Matt Carbon","Derby","1996-1997",9,0,0,1.33,0,33.33,0,0,33.33,40,0,1.88,3,3,1.88,0,89,33.33,1,40
"10274","John Ebbrell","Everton","1996-1997",7,0,0,1.43,2,14.29,0,0,42.86,46,0,1.78,2,0,1.78,0,75,42.86,2,46
"10276","Barry Venison","Southampton","1996-1997",2,0,0,0.5,1,50,0,0,50,51,1,1.78,0,0,1.78,0,75,0,0,51
"1029","Micky Evans","Southampton","1996-1997",12,0,0.33,1.42,4,41.67,0,0,25,42,0,1.85,0,4,1.85,4,NA,33.33,1,42
"1034","Alan Miller","Blackburn","1996-1997",10,0,0,1.2,1,30,0,0,40,45,0,1.91,0,0,1.91,0,86,30,1,45
"1043","Giorgos Donis","Blackburn","1996-1997",21,0,0.1,1.1,1,23.81,0,0,47.62,46,0,1.83,4,10,1.83,2,NA,28.57,0,46
"1049","Kevin Richardson","Barnsley","1996-1997",28,0,0,1.39,9,42.86,0,0,25,53,0,1.75,2,3,1.75,0,NA,32.14,2,53
"1051","Ben Thornley","Man Utd","1996-1997",2,0,0,2,0,50,0,0,0,40,0,1.75,1,1,1.75,0,NA,50,0,40
"1057","Graham Potter","Southampton","1996-1997",8,0,0,0.63,0,25,0,0,62.5,40,0,1.85,1,6,1.85,0,76,12.5,0,40
"1063","Craig Hignett","Leicester","1996-1997",22,0,0.18,1.09,3,27.27,0,0,45.45,45,0,1.75,6,3,1.75,4,NA,27.27,3,45
"1064","Neil Shipperley","Sheff Utd","1996-1997",10,0,0.1,0.9,2,30,0,0,50,41,0,1.85,3,1,1.85,1,88,20,0,41
"10773","Gordon Strachan","Coventry","1996-1997",9,0,0,1,0,33.33,0,0,44.44,58,0,1.68,3,6,1.68,0,66,22.22,1,58
"1079","Robin van Der Laan","Barnsley","1996-1997",16,0,0.13,1.56,3,25,0,0,31.25,47,0,1.83,7,1,1.83,2,NA,43.75,1,47
"10814","Paul Bracewell","Sunderland","1996-1997",38,0,0,1.05,11,26.32,0,0,47.37,53,0,1.76,6,0,1.76,0,77,26.32,3,53
"10916","Fernando Nelson","Aston Villa","1996-1997",34,0,0,1.71,16,29.41,0,0,23.53,44,0,1.75,4,1,1.75,0,70,47.06,7,44
"1094","Paul Simpson","Derby","1996-1997",19,0,0.11,0.95,0,31.58,0,0,47.37,49,0,1.73,0,19,1.73,2,NA,21.05,0,49
"1098","Andy Sinton","Spurs","1996-1997",33,0,0.18,1.12,8,21.21,0,0,48.48,49,0,1.73,9,1,1.73,6,70,30.3,5,49
"11","Nigel Winterburn","West Ham","1996-1997",38,0,0,1.79,14,28.95,0,0,21.05,52,0,1.73,3,0,1.73,0,72,50,5,52
"11014","Mick Harford","Wimbledon","1996-1997",12,0,0.08,1.5,0,25,0,0,33.33,56,0,1.91,1,9,1.91,1,91,41.67,1,56
"1105","Jamie Clapham","Birmingham","1996-1997",1,0,0,0,0,0,0,0,100,40,0,1.75,0,1,1.75,0,74,0,0,40
"1118","Jim Magilton","Ipswich","1996-1997",37,0,0.11,1.11,8,29.73,0,0,43.24,46,0,1.83,6,6,1.83,4,84,27.03,3,46
"112","Alf Inge Haaland","Man City","1996-1997",35,0,0.17,0.91,7,40,0,0,42.86,43,0,1.85,3,2,1.85,6,NA,17.14,4,43
"1128","Kevin Poole","Bolton","1996-1997",7,0,0,0.71,0,28.57,0,0,57.14,52,0,1.78,0,0,1.78,0,79,14.29,0,52
"1130","Gary Rowett","Charlton","1996-1997",35,0,0.03,1.11,6,34.29,0,0,40,41,0,1.83,2,0,1.83,1,NA,25.71,6,41
"1137","Graham Hyde","Sheff Wed","1996-1997",19,0,0.11,1.68,6,42.11,0,0,15.79,45,0,1.73,3,4,1.73,2,NA,42.11,3,45
"1147","Mark Robins","Leicester","1996-1997",8,0,0.13,1.13,0,37.5,0,0,37.5,46,0,1.73,4,3,1.73,1,NA,25,0,46
"1154","Peter Ndlovu","Coventry","1996-1997",20,0,0.05,1.1,1,50,0,0,30,42,0,1.73,4,10,1.73,1,NA,20,1,42
"1158","Simon Charlton","Norwich","1996-1997",27,0,0,1,5,33.33,0,0,44.44,44,0,1.73,8,3,1.73,0,NA,22.22,2,44
"1160","Gary Croft","Ipswich","1996-1997",5,0,0,0.6,1,60,0,0,40,41,0,1.75,0,1,1.75,0,NA,0,0,41
"1164","Eddie Newton","Chelsea","1996-1997",15,0,0,1.6,2,20,0,0,33.33,44,0,1.8,2,2,1.8,0,NA,46.67,2,44
"1189","Ian Bishop","Man City","1996-1997",29,0,0.03,1.17,7,34.48,0,0,37.93,50,0,1.75,8,3,1.75,1,NA,27.59,3,50
"1190","Paul Dickov","Man City","1996-1997",1,0,0,3,0,0,0,0,0,43,0,1.68,0,1,1.68,0,74,100,0,43
"1198","Stan Lazaridis","Birmingham","1996-1997",22,0,0.05,1.05,3,36.36,0,0,40.91,43,0,1.75,6,9,1.75,1,75,22.73,1,43
"1207","Graham Allen","Everton","1996-1997",1,0,0,0,0,0,0,0,100,38,0,1.85,1,1,1.85,0,NA,0,0,38
"1209","Richard Jobson","Man City","1996-1997",10,0,0,1,3,10,0,0,60,52,0,1.85,0,0,1.85,0,NA,30,2,52
"1211","Mark Kennedy","Wolves","1996-1997",5,0,0,1.6,0,40,0,0,20,39,0,1.8,0,5,1.8,0,74,40,0,39
"1222","David Kelly","Sunderland","1996-1997",24,0,0,1,5,25,0,0,50,50,0,1.8,4,1,1.8,0,NA,25,4,50
"1225","Lee Jones","Liverpool","1996-1997",2,0,0,3,0,0,0,0,0,42,0,1.75,0,2,1.75,0,NA,100,0,42
"1236","John Filan","Wigan","1996-1997",1,0,0,1,0,100,0,0,0,45,0,1.8,0,1,1.8,0,NA,0,0,45
"1238","Jeff Kenna","Birmingham","1996-1997",37,0,0,1.11,9,37.84,0,0,37.84,45,0,1.8,3,0,1.8,0,NA,24.32,2,45
"1242","Jason McAteer","Sunderland","1996-1997",37,0,0.03,1.76,12,29.73,0,0,21.62,44,0,1.78,2,1,1.78,1,70,48.65,5,44
"1244","Darren Peacock","Blackburn","1996-1997",35,0,0.03,1.86,11,31.43,0,0,17.14,47,0,1.88,0,0,1.88,1,NA,51.43,2,47
"1247","Lee Carsley","Birmingham","1996-1997",24,0,0,1.08,5,33.33,0,0,41.67,41,0,1.75,3,9,1.75,0,76,25,2,41
"1249","Garry Flitcroft","Blackburn","1996-1997",28,0,0.11,1.04,5,39.29,0,0,39.29,43,0,1.83,8,1,1.83,3,NA,21.43,0,43
"1252","Ashley Ward","Bradford","1996-1997",30,0,0.27,1.2,1,30,0,0,40,45,0,1.88,7,5,1.88,8,NA,30,2,45
"1254","Jason Wilcox","Leicester","1996-1997",28,0,0.07,1.29,8,42.86,0,0,28.57,44,0,1.83,5,2,1.83,2,NA,28.57,3,44
"1256","Damien Duff","Fulham","1996-1997",1,0,0,0,0,0,0,0,100,36,0,1.78,0,0,1.78,0,60,0,0,36
"1265","Billy McKinlay","Fulham","1996-1997",25,0,0.04,1.24,7,40,0,0,32,46,0,1.75,3,2,1.75,1,NA,28,11,46
"1266","Keith Gillespie","Sheff Utd","1996-1997",32,0,0.03,1.66,4,34.38,0,0,21.88,40,1,1.78,6,9,1.78,1,71,43.75,1,40
"1269","Alan Fettis","Blackburn","1996-1997",4,0,0,0.75,1,75,0,0,25,44,0,1.85,0,0,1.85,0,NA,0,0,44
"12699","Mauricio Solis","Derby","1996-1997",2,0,0,1.5,0,0,0,0,50,43,0,1.78,0,2,1.78,0,78,50,0,43
"1270","Christian Dailly","West Ham","1996-1997",36,0,0.08,1.25,5,33.33,0,0,36.11,42,1,1.83,6,5,1.83,3,80,30.56,5,42
"12751","Paul Parker","Chelsea","1996-1997",8,0,0,1.13,1,37.5,0,0,37.5,51,0,1.71,2,3,1.71,0,68,25,1,51
"1277","Craig Short","Sheff Utd","1996-1997",23,0,0.09,1.17,5,39.13,0,0,34.78,47,0,1.85,4,4,1.85,2,NA,26.09,7,47
"1280","Simon Grayson","Blackburn","1996-1997",36,0,0,1.28,9,27.78,0,0,38.89,46,0,1.83,1,0,1.83,0,78,33.33,5,46
"1284","Gareth Hall","Sunderland","1996-1997",32,0,0,1.06,6,21.88,0,0,50,46,0,1.73,5,0,1.73,0,NA,28.13,0,46
"1291","Neil Cox","Watford","1996-1997",31,0,0,1.03,4,25.81,0,0,48.39,44,0,1.83,0,2,1.83,0,86,25.81,8,44
"1292","Mike Whitlow","Bolton","1996-1997",17,0,0,1.24,4,17.65,0,0,47.06,47,0,1.83,1,3,1.83,0,NA,35.29,2,47
"1295","Paul Warhurst","Bolton","1996-1997",11,0,0.18,0.91,0,36.36,0,0,45.45,46,0,1.85,3,6,1.85,2,76,18.18,1,46
"1302","Dave Beasant","Fulham","1996-1997",14,0,0,0.71,2,7.14,0,0,71.43,56,0,1.93,0,1,1.93,0,90,21.43,0,56
"1304","Dean Holdsworth","Bolton","1996-1997",24,0,0.21,1.42,2,29.17,0,0,33.33,47,0,1.8,2,14,1.8,5,NA,37.5,0,47
"1308","Alan Reeves","Wimbledon","1996-1997",2,0,0,0.5,0,50,0,0,50,48,0,1.83,0,2,1.83,0,75,0,0,48
"1316","Steve Chettle","Nott'm Forest","1996-1997",32,0,0,1,8,43.75,0,0,37.5,47,0,1.85,0,1,1.85,0,79,18.75,3,47
"1318","Robbie Elliott","Newcastle","1996-1997",29,0,0.24,1.62,8,37.93,0,0,20.69,42,0,1.78,1,0,1.78,7,70,41.38,3,42
"13190","Pontus Kaamark","Leicester","1996-1997",10,0,0,1.4,1,50,0,0,20,46,0,1.8,3,1,1.8,0,79,30,0,46
"1322","David Platt","Nott'm Forest","1996-1997",28,0,0.14,1.89,10,28.57,0,0,17.86,49,0,1.78,5,1,1.78,4,75,53.57,5,49
"1323","Riccardo Scimeca","West Brom","1996-1997",17,0,0,2.12,7,17.65,0,0,17.65,40,0,1.85,0,6,1.85,0,80,64.71,1,40
"1327","Chris Bart-Williams","Charlton","1996-1997",16,0,0.06,1,4,43.75,0,0,37.5,41,0,1.8,3,0,1.8,1,76,18.75,1,41
"1328","Mark Crossley","Fulham","1996-1997",33,0,0,0.85,6,39.39,0,0,45.45,46,0,1.83,0,0,1.83,0,99,15.15,1,46
"1333","Ian Woan","Nott'm Forest","1996-1997",32,0,0.03,0.91,5,43.75,0,0,40.63,48,0,1.78,8,3,1.78,1,71,15.63,7,48
"1336","Steve Guinan","Nott'm Forest","1996-1997",1,0,0,0,0,0,0,0,100,40,0,1.85,0,1,1.85,0,82,0,0,40
"1355","Matthew Robinson","Newcastle","1996-1997",7,0,0,0.57,0,14.29,0,0,71.43,41,0,1.8,2,4,1.8,0,71,14.29,0,41
"1361","Steve Claridge","Leicester","1996-1997",32,0,0.34,1.19,2,25,0,0,43.75,49,0,1.8,7,3,1.8,11,75,31.25,2,49
"13657","Ilie Dumitrescu","West Ham","1996-1997",7,0,0,0.71,0,28.57,0,0,57.14,46,0,1.75,2,4,1.75,0,67,14.29,0,46
"1375","Chris Powell","Charlton","1996-1997",35,0,0,1.14,7,37.14,0,0,37.14,46,0,1.78,4,0,1.78,0,71,25.71,5,46
"1377","Ian Thomas-Moore","Nott'm Forest","1996-1997",5,0,0,0.8,0,80,0,0,20,39,0,1.8,0,4,1.8,0,76,0,0,39
"1379","Graham Stuart","Norwich","1996-1997",35,0,0.14,1.14,6,28.57,0,0,42.86,45,0,1.75,3,6,1.75,5,NA,28.57,5,45
"1387","Carl Tiler","Charlton","1996-1997",11,0,0.09,1.27,4,18.18,0,0,45.45,45,0,1.88,1,2,1.88,1,NA,36.36,1,45
"1397","Guy Whittingham","Sheff Wed","1996-1997",33,0,0.09,1.33,6,42.42,0,0,27.27,51,0,1.75,10,4,1.75,3,NA,30.3,1,51
"1399","Rory Allen","Spurs","1996-1997",12,0,0.17,0.75,1,0,0,0,75,38,0,1.8,3,3,1.8,2,NA,25,4,38
"14","Martin Keown","Leicester","1996-1997",33,0,0.03,1.82,14,27.27,0,0,21.21,49,0,1.85,2,0,1.85,1,80,51.52,6,49
"1449","Nicky Marker","Blackburn","1996-1997",6,0,0,0.5,2,50,0,0,50,50,0,1.83,0,1,1.83,0,NA,0,1,50
"145","Nigel Martyn","Everton","1996-1997",37,0,0,1.22,19,32.43,0,0,37.84,49,0,1.88,0,0,1.88,0,NA,29.73,1,49
"146","Gary Kelly","Leeds","1996-1997",36,0,0.06,1.11,17,36.11,0,0,38.89,41,0,1.75,2,2,1.75,2,NA,25,5,41
"1487","Ludek Miklosko","West Ham","1996-1997",36,0,0,1.08,9,33.33,0,0,41.67,54,0,1.96,1,0,1.96,0,88,25,0,54
"149","Lucas Radebe","Leeds","1996-1997",32,0,0,1.19,13,34.38,0,0,37.5,46,0,1.85,3,4,1.85,0,NA,28.13,6,46
"1490","Tim Breacker","West Ham","1996-1997",25,0,0,1.04,4,32,0,0,44,50,0,1.83,5,3,1.83,0,NA,24,2,50
"1497","Steve Morrow","Arsenal","1996-1997",14,0,0,1.93,2,21.43,0,0,21.43,45,0,1.83,3,9,1.83,0,77,57.14,1,45
"14987","Hugo Porfirio","Nott'm Forest","1996-1997",23,0,0.09,1.17,3,26.09,0,0,43.48,42,0,1.7,4,8,1.7,2,68,30.43,6,42
"14999","Aljosa Asanovic","Derby","1996-1997",34,0,0.18,1.15,5,35.29,0,0,38.24,50,0,1.86,11,0,1.86,6,81,26.47,3,50
"15001","Ron Willems","Derby","1996-1997",16,0,0.13,1,0,43.75,0,0,37.5,49,0,1.83,7,9,1.83,2,76,18.75,0,49
"15002","Mark Beeney","Leeds","1996-1997",1,0,0,1,1,100,0,0,0,48,0,1.93,0,0,1.93,0,92,0,0,48
"15005","Mark Bright","Charlton","1996-1997",1,0,0,3,0,0,0,0,0,53,0,1.85,0,1,1.85,0,83,100,0,53
"15006","Nigel Pearson","Middlesbrough","1996-1997",18,0,0,1.28,2,44.44,0,0,27.78,52,1,1.85,2,1,1.85,0,90,27.78,2,52
"15009","Brian McClair","Man Utd","1996-1997",19,0,0,1.89,0,31.58,0,0,15.79,52,0,1.78,0,15,1.78,0,82,52.63,1,52
"15010","Garry Parker","Leicester","1996-1997",31,0,0.06,1.06,4,29.03,0,0,45.16,50,0,1.8,5,9,1.8,2,84,25.81,0,50
"15011","Earl Barrett","Sheff Wed","1996-1997",36,0,0,1.14,10,30.56,0,0,41.67,48,0,1.8,0,0,1.8,0,69,27.78,1,48
"15013","Vinnie Jones","Wimbledon","1996-1997",29,0,0.1,1.62,6,27.59,0,0,27.59,50,1,1.85,7,0,1.85,3,NA,44.83,5,50
"15014","Remi Garde","Arsenal","1996-1997",11,0,0,1.64,2,27.27,0,0,27.27,49,0,1.75,5,4,1.75,0,72,45.45,2,49
"15015","Ruud Gullit","Chelsea","1996-1997",12,0,0.08,1.17,1,41.67,0,0,33.33,53,0,1.91,2,6,1.91,1,88,25,1,53
"15016","Steve Clarke","Chelsea","1996-1997",31,0,0,1.55,7,29.03,0,0,29.03,52,0,1.78,1,0,1.78,0,79,41.94,7,52
"15018","Robbie Slater","Southampton","1996-1997",33,0,0.06,1.18,4,27.27,0,0,42.42,51,0,1.8,4,9,1.8,2,83,30.3,6,51
"15019","Per Pedersen","Blackburn","1996-1997",11,0,0.09,1.18,1,36.36,0,0,36.36,46,0,1.81,7,5,1.81,1,75,27.27,0,46
"15020","Vladimir Kinder","Middlesbrough","1996-1997",6,0,0.17,1,1,50,0,0,33.33,46,0,1.78,1,2,1.78,1,83,16.67,0,46
"1505","Matthew Rose","Arsenal","1996-1997",1,0,0,3,0,0,0,0,0,40,0,1.8,1,0,1.8,0,77,100,0,40
"1506","Lee Harper","Arsenal","1996-1997",1,0,0,3,1,0,0,0,0,44,0,1.85,0,0,1.85,0,78,100,0,44
"1512","Keith Rowland","West Ham","1996-1997",14,0,0.07,0.5,1,28.57,0,0,64.29,44,0,1.78,8,3,1.78,1,NA,7.14,5,44
"1525","Dean Austin","Crystal Palace","1996-1997",15,0,0,1,5,20,0,0,53.33,45,0,1.8,2,2,1.8,0,NA,26.67,3,45
"1527","Iain Dowie","West Ham","1996-1997",23,0,0,1.26,3,21.74,0,0,43.48,50,0,1.85,0,5,1.85,0,NA,34.78,2,50
"153","Lee Bowyer","Birmingham","1996-1997",32,0,0.13,1.34,16,40.63,0,0,28.13,38,0,1.75,4,0,1.75,4,66,31.25,7,38
"1550","Maik Taylor","Birmingham","1996-1997",18,0,0,1.39,7,38.89,0,0,27.78,44,0,1.91,0,0,1.91,0,90,33.33,1,44
"1555","Andy Linighan","Crystal Palace","1996-1997",11,0,0.09,1.91,3,27.27,0,0,18.18,53,0,1.91,1,1,1.91,1,NA,54.55,2,53
"1558","Andy Melville","West Ham","1996-1997",30,0,0.07,1.07,9,26.67,0,0,46.67,47,0,1.85,0,0,1.85,2,84,26.67,2,47
"1560","Chris Coleman","Blackburn","1996-1997",8,0,0,0.38,0,37.5,0,0,62.5,45,0,1.88,2,0,1.88,0,81,0,3,45
"1565","Paul Trollope","Fulham","1996-1997",14,0,0.07,1.36,3,28.57,0,0,35.71,43,0,1.83,1,1,1.83,1,NA,35.71,3,43
"15662","Jason Blunt","Leeds","1996-1997",1,0,0,0,0,0,0,0,100,38,0,1.75,0,1,1.75,0,68,0,0,38
"15663","Eric Cantona","Man Utd","1996-1997",36,0,0.31,1.97,14,30.56,0,0,13.89,49,0,1.87,1,0,1.87,11,80,55.56,5,49
"15664","Tony Coton","Sunderland","1996-1997",10,0,0,1,4,40,0,0,40,54,0,1.88,1,0,1.88,0,86,20,0,54
"15665","Branco","Middlesbrough","1996-1997",2,0,0,0,0,0,0,0,100,51,0,1.82,0,1,1.82,0,81,0,0,51
"15666","Liam Daish","Coventry","1996-1997",20,0,0.05,1,5,40,0,0,40,47,1,1.88,2,0,1.88,1,84,20,3,47
"15667","Jan Eriksson","Sunderland","1996-1997",1,0,0,0,0,0,0,0,100,48,0,1.83,0,0,1.83,0,80,0,1,48
"15668","Alexandr Evtushok","Coventry","1996-1997",3,0,0,0.33,1,33.33,0,0,66.67,45,0,1.88,2,0,1.88,0,81,0,0,45
"15669","Paulo Futre","West Ham","1996-1997",9,0,0,1.11,0,44.44,0,0,33.33,49,0,1.75,2,5,1.75,0,72,22.22,0,49
"1567","Lee Clark","Newcastle","1996-1997",25,0,0.08,1.96,3,28,0,0,16,43,0,1.73,3,16,1.73,2,NA,56,2,43
"15670","Marc Hottiger","Everton","1996-1997",8,0,0,0.88,0,12.5,0,0,62.5,48,0,1.75,1,4,1.75,0,69,25,0,48
"15671","Nikola Jerkan","Nott'm Forest","1996-1997",14,0,0,1,3,35.71,0,0,42.86,51,0,1.89,4,0,1.89,0,82,21.43,6,51
"15672","Dariusz Kubicki","Sunderland","1996-1997",29,0,0,1.07,8,34.48,0,0,41.38,52,0,1.77,3,1,1.77,0,72,24.14,3,52
"15673","Bryan Robson","Middlesbrough","1996-1997",1,0,0,0,0,0,0,0,100,58,0,1.75,0,0,1.75,0,78,0,0,58
"15674","Ronnie Rosenthal","Spurs","1996-1997",20,0,0.05,0.95,2,20,0,0,55,52,0,1.8,0,16,1.8,1,82,25,0,52
"1578","John Salako","Charlton","1996-1997",24,0,0.04,1,5,37.5,0,0,41.67,46,0,1.78,3,1,1.78,1,77,20.83,0,46
"1580","Ian Selley","Arsenal","1996-1997",1,0,0,3,0,0,0,0,0,41,0,1.75,0,1,1.75,0,NA,100,0,41
"1582","Alan Neilson","Fulham","1996-1997",29,0,0,1.14,7,31.03,0,0,41.38,43,0,1.8,2,5,1.8,0,NA,27.59,4,43
"1584","Wayne Collins","Sheff Wed","1996-1997",12,0,0.08,1.5,0,25,0,0,33.33,46,0,1.83,3,4,1.83,1,NA,41.67,1,46
"159","Harry Kewell","Liverpool","1996-1997",1,0,0,1,0,100,0,0,0,37,0,1.8,0,1,1.8,0,78,0,0,37
"1590","David James","Portsmouth","1996-1997",38,0,0,1.79,12,28.95,0,0,21.05,45,0,1.96,0,0,1.96,0,88,50,0,45
"1591","Lee Dixon","Arsenal","1996-1997",32,0,0.06,1.88,12,28.13,0,0,18.75,51,0,1.73,3,1,1.73,2,75,53.13,8,51
"1592","Steve Watson","West Brom","1996-1997",36,0,0.03,1.78,11,27.78,0,0,22.22,41,0,1.85,2,3,1.85,1,80,50,3,41
