"id","fullName","club","season","APPEARANCES","ASSISTS","AVERAGE_GOALS_PER_MATCH","AVERAGE_POINTS_PER_MATCH","CLEAN_SHEETS","DRAW_RATIO","FOULED","FOULS","LOSS_RATIO","OLDEST","RED_CARDS","SHORTEST","SUBSTITUTIONS_OFF","SUBSTITUTIONS_ON","TALLEST","TOP_SCORERS","WEIGHT","WIN_RATIO","YELLOW_CARDS","YOUNGEST"
"1","Alan Shearer","Newcastle","1992-1993",21,0,0.76,1.76,9,33.33,0,0,19.05,45,0,1.83,3,0,1.83,16,76,47.62,3,45
"1016","Kevin Pressman","Leicester","1992-1993",3,0,0,2,1,0,0,0,33.33,48,0,1.85,0,0,1.85,0,94,66.67,0,48
"1024","Sean Flynn","Derby","1992-1993",7,0,0,0.57,0,14.29,0,0,71.43,47,0,1.73,2,3,1.73,0,70,14.29,0,47
"10273","Graeme Sharp","Oldham","1992-1993",21,0,0.33,1.14,1,28.57,0,0,42.86,55,0,1.85,1,1,1.85,7,74,28.57,0,55
"10274","John Ebbrell","Everton","1992-1993",24,0,0.04,1.58,10,20.83,0,0,33.33,46,0,1.78,2,0,1.78,1,75,45.83,0,46
"10277","David Speedie","Southampton","1992-1993",11,0,0,0.91,1,36.36,0,0,45.45,55,0,1.68,1,0,1.68,0,71,18.18,2,55
"1034","Alan Miller","Blackburn","1992-1993",4,0,0,0.25,1,25,0,0,75,45,0,1.91,0,1,1.91,0,86,0,0,45
"1046","Scott Sellars","Bolton","1992-1993",7,0,0,1.29,0,42.86,0,0,28.57,50,0,1.73,4,1,1.73,0,NA,28.57,0,50
"1049","Kevin Richardson","Barnsley","1992-1993",42,0,0.05,1.76,15,26.19,0,0,23.81,53,0,1.75,1,0,1.75,2,NA,50,4,53
"1050","Paul Holmes","Everton","1992-1993",4,0,0,1.75,2,25,0,0,25,47,0,1.78,0,0,1.78,0,NA,50,0,47
"1054","Barry Horne","Sheff Wed","1992-1993",34,0,0.03,1.18,7,20.59,0,0,47.06,53,0,1.78,5,0,1.78,1,76,32.35,3,53
"1063","Craig Hignett","Leicester","1992-1993",21,0,0.19,0.76,3,19.05,0,0,61.9,45,0,1.75,7,3,1.75,4,NA,19.05,0,45
"1064","Neil Shipperley","Sheff Utd","1992-1993",3,0,0.33,1,0,0,0,0,66.67,41,0,1.85,1,1,1.85,1,88,33.33,0,41
"1069","Darren Barnard","Barnsley","1992-1993",13,0,0.08,1.62,2,23.08,0,0,30.77,44,0,1.75,3,5,1.75,1,NA,46.15,0,44
"1071","Mike Sheron","Norwich","1992-1993",38,0,0.29,1.39,7,28.95,0,0,34.21,43,0,1.78,6,5,1.78,11,NA,36.84,0,43
"10770","Trevor Francis","Sheff Wed","1992-1993",5,0,0,0.8,0,20,0,0,60,61,0,1.78,1,4,1.78,0,74,20,0,61
"10773","Gordon Strachan","Coventry","1992-1993",31,0,0.13,1.16,6,29.03,0,0,41.94,58,0,1.68,3,6,1.68,4,66,29.03,3,58
"10775","Steve Bruce","Man Utd","1992-1993",42,0,0.12,2,17,28.57,0,0,14.29,55,0,1.83,1,0,1.83,5,83,57.14,6,55
"10787","Gary Megson","Norwich","1992-1993",23,0,0.04,1.83,6,13.04,0,0,30.43,56,0,1.78,3,3,1.78,1,76,56.52,2,56
"10790","Steve McMahon","Man City","1992-1993",27,0,0.04,1.63,7,29.63,0,0,25.93,54,0,1.75,4,3,1.75,1,73,44.44,7,54
"10793","Micky Adams","Southampton","1992-1993",38,0,0.11,1.29,10,26.32,0,0,39.47,54,1,1.73,0,0,1.73,4,71,34.21,6,54
"10794","Danny Wilson","Sheff Wed","1992-1993",26,0,0.08,1.62,5,34.62,0,0,23.08,55,0,1.68,8,5,1.68,2,70,42.31,1,55
"10796","Alan Cork","Sheff Utd","1992-1993",27,0,0.07,1.07,0,18.52,0,0,51.85,56,0,1.83,4,16,1.83,2,77,29.63,0,56
"10798","Steve Whitton","Ipswich","1992-1993",24,0,0.13,1.04,3,29.17,0,0,45.83,55,0,1.85,3,4,1.85,3,85,25,1,55
"10801","Andy Ritchie","Oldham","1992-1993",12,0,0.25,1.42,0,16.67,0,0,41.67,59,0,1.78,5,2,1.78,3,80,41.67,1,59
"10804","Ian Holloway","QPR","1992-1993",24,0,0.08,1.5,2,25,0,0,33.33,52,0,1.73,1,1,1.73,2,68,41.67,2,52
"1081","Geoff Thomas","Nott'm Forest","1992-1993",29,0,0.07,1.14,8,41.38,0,0,34.48,51,0,1.85,2,1,1.85,2,76,24.14,3,51
"10810","Lawrie Sanchez","Swindon","1992-1993",27,0,0.15,1.26,7,25.93,0,0,40.74,56,0,1.8,3,4,1.8,4,76,33.33,8,56
"10812","Steve Cotterill","Wimbledon","1992-1993",7,0,0.43,0.71,1,28.57,0,0,57.14,51,0,1.86,0,3,1.86,3,78,14.29,0,51
"10825","Brian Laws","Nott'm Forest","1992-1993",33,0,0,0.88,6,24.24,0,0,54.55,54,0,1.78,1,1,1.78,0,72,21.21,3,54
"1090","Keith Curle","Man City","1992-1993",39,0,0.08,1.28,9,28.21,0,0,38.46,52,0,1.83,0,0,1.83,3,NA,33.33,5,52
"1095","Simon Osborn","QPR","1992-1993",31,0,0.06,1.19,6,32.26,0,0,38.71,43,0,1.73,4,4,1.73,2,NA,29.03,0,43
"1098","Andy Sinton","Spurs","1992-1993",36,0,0.19,1.56,7,30.56,0,0,27.78,49,0,1.73,6,0,1.73,7,70,41.67,1,49
"11","Nigel Winterburn","West Ham","1992-1993",29,0,0.03,1.41,10,27.59,0,0,34.48,52,0,1.73,1,0,1.73,1,72,37.93,3,52
"11010","Mal Donaghy","Chelsea","1992-1993",40,0,0.05,1.33,11,35,0,0,32.5,58,0,1.79,3,1,1.79,2,79,32.5,0,58
"11014","Mick Harford","Wimbledon","1992-1993",28,0,0.32,1.32,7,25,0,0,39.29,56,0,1.91,4,1,1.91,9,91,35.71,5,56
"1103","Steve Sedgley","Ipswich","1992-1993",22,0,0.14,1.14,3,31.82,0,0,40.91,47,0,1.85,1,2,1.85,3,NA,27.27,2,47
"1112","Micky Stockwell","Ipswich","1992-1993",39,0,0.1,1.26,10,41.03,0,0,30.77,50,0,1.75,2,1,1.75,4,NA,28.21,1,50
"1136","Neil Pointon","Oldham","1992-1993",34,0,0.09,1.12,2,23.53,0,0,47.06,51,0,1.78,5,0,1.78,3,NA,29.41,5,51
"1137","Graham Hyde","Sheff Wed","1992-1993",20,0,0.05,1.4,2,35,0,0,30,45,0,1.73,3,6,1.73,1,NA,35,3,45
"1147","Mark Robins","Leicester","1992-1993",37,0,0.38,1.65,5,18.92,0,0,32.43,46,0,1.73,9,3,1.73,14,NA,48.65,2,46
"1154","Peter Ndlovu","Coventry","1992-1993",32,0,0.22,1.34,7,31.25,0,0,34.38,42,0,1.73,1,5,1.73,7,NA,34.38,0,42
"1164","Eddie Newton","Chelsea","1992-1993",34,0,0.15,1.32,8,35.29,0,0,32.35,44,0,1.8,2,2,1.8,5,NA,32.35,1,44
"1167","Gary Ablett","Everton","1992-1993",40,0,0,1.23,9,17.5,0,0,47.5,50,0,1.85,0,0,1.85,0,NA,35,6,50
"1190","Paul Dickov","Man City","1992-1993",3,0,0.67,2,0,0,0,0,33.33,43,0,1.68,0,2,1.68,2,74,66.67,0,43
"1196","Tommy Wright","Middlesbrough","1992-1993",36,0,0.14,1.03,5,27.78,0,0,47.22,49,0,1.86,6,2,1.86,5,83,25,0,49
"1199","Jamie Pollock","Man City","1992-1993",22,0,0.05,1.18,2,22.73,0,0,45.45,41,0,1.8,7,5,1.8,1,NA,31.82,8,41
"12088","John Keeley","Oldham","1992-1993",1,0,0,3,0,0,0,0,0,54,0,1.85,0,0,1.85,0,91,100,0,54
"1209","Richard Jobson","Man City","1992-1993",40,0,0.05,1.15,3,25,0,0,45,52,0,1.85,0,0,1.85,2,NA,30,7,52
"1219","Daryl Sutch","Norwich","1992-1993",22,0,0.09,1.5,1,27.27,0,0,31.82,44,0,1.83,2,8,1.83,2,75,40.91,0,44
"12191","Garry Thompson","QPR","1992-1993",4,0,0,1.75,0,25,0,0,25,56,0,1.85,0,4,1.85,0,NA,50,0,56
"1226","Craig Fleming","Norwich","1992-1993",24,0,0,1.29,2,16.67,0,0,45.83,44,0,1.83,0,1,1.83,0,NA,37.5,2,44
"1227","Matt Jackson","Watford","1992-1993",27,0,0.11,1.37,8,14.81,0,0,44.44,44,0,1.83,2,2,1.83,3,82,40.74,0,44
"1233","Nick Henry","Oldham","1992-1993",32,0,0.19,1.34,3,21.88,0,0,40.63,46,0,1.68,6,0,1.68,6,NA,37.5,3,46
"1238","Jeff Kenna","Birmingham","1992-1993",29,0,0.07,1.21,7,27.59,0,0,41.38,45,0,1.8,1,2,1.8,2,NA,31.03,0,45
"1244","Darren Peacock","Blackburn","1992-1993",38,0,0.05,1.53,8,26.32,0,0,31.58,47,0,1.88,1,3,1.88,2,NA,42.11,4,47
"1249","Garry Flitcroft","Blackburn","1992-1993",32,0,0.16,1.22,9,28.13,0,0,40.63,43,0,1.83,1,4,1.83,5,NA,31.25,3,43
"1254","Jason Wilcox","Leicester","1992-1993",33,0,0.12,1.55,12,27.27,0,0,30.3,44,0,1.83,5,2,1.83,4,NA,42.42,2,44
"1258","Alan Kelly","Blackburn","1992-1993",33,0,0,1.24,9,24.24,0,0,42.42,47,0,1.89,0,1,1.89,0,78,33.33,0,47
"12751","Paul Parker","Chelsea","1992-1993",31,0,0.03,2.1,12,25.81,0,0,12.9,51,0,1.71,1,0,1.71,1,68,61.29,0,51
"1284","Gareth Hall","Sunderland","1992-1993",37,0,0.05,1.35,8,29.73,0,0,35.14,46,0,1.73,2,1,1.73,2,NA,35.14,6,46
"1286","Mike Milligan","Norwich","1992-1993",42,0,0.07,1.17,3,23.81,0,0,45.24,48,0,1.73,1,0,1.73,3,NA,30.95,3,48
"1291","Neil Cox","Watford","1992-1993",15,0,0.07,2.4,2,0,0,0,20,44,0,1.83,0,9,1.83,1,86,80,1,44
"1294","Gudni Bergsson","Bolton","1992-1993",5,0,0,1.4,0,20,0,0,40,50,0,1.85,0,5,1.85,0,NA,40,0,50
"1295","Paul Warhurst","Bolton","1992-1993",29,0,0.21,1.38,2,34.48,0,0,31.03,46,0,1.85,6,4,1.85,6,76,34.48,3,46
"1299","George Ndah","Wolves","1992-1993",13,0,0,0.85,1,38.46,0,0,46.15,41,0,1.85,3,9,1.85,0,76,15.38,0,41
"1302","Dave Beasant","Fulham","1992-1993",17,0,0,1.29,4,41.18,0,0,29.41,56,0,1.93,0,0,1.93,0,90,29.41,1,56
"1304","Dean Holdsworth","Bolton","1992-1993",36,0,0.53,1.39,9,22.22,0,0,38.89,47,0,1.8,5,2,1.8,19,NA,38.89,2,47
"1315","Mark Walters","Southampton","1992-1993",34,0,0.32,1.24,5,26.47,0,0,41.18,51,0,1.77,5,8,1.77,11,73,32.35,2,51
"1316","Steve Chettle","Nott'm Forest","1992-1993",30,0,0,0.87,6,16.67,0,0,60,47,0,1.85,0,0,1.85,0,79,23.33,0,47
"1319","Jimmy Phillips","Bolton","1992-1993",40,0,0.05,1.1,7,27.5,0,0,45,49,0,1.68,2,0,1.68,2,62,27.5,3,49
"1325","Andy Johnson","Leicester","1992-1993",2,0,0.5,2,0,50,0,0,0,41,0,1.83,0,1,1.83,1,69,50,0,41
"1327","Chris Bart-Williams","Charlton","1992-1993",34,0,0.18,1.32,2,35.29,0,0,32.35,41,0,1.8,6,13,1.8,6,76,32.35,0,41
"1328","Mark Crossley","Fulham","1992-1993",37,0,0,0.97,9,24.32,0,0,51.35,46,0,1.83,0,0,1.83,0,99,24.32,0,46
"1333","Ian Woan","Nott'm Forest","1992-1993",28,0,0.11,1.14,6,17.86,0,0,50,48,0,1.78,2,1,1.78,3,71,32.14,2,48
"1351","Andy Petterson","Charlton","1992-1993",1,0,0,3,0,0,0,0,0,46,0,1.88,0,0,1.88,0,81,100,0,46
"13653","Bontcho Guenchev","Ipswich","1992-1993",21,0,0.14,0.81,3,23.81,0,0,57.14,51,0,1.78,3,2,1.78,3,73,19.05,1,51
"1371","Anthony Barness","Bolton","1992-1993",2,0,0,0,0,0,0,0,100,42,0,1.78,0,0,1.78,0,NA,0,0,42
"1374","Fitzroy Simpson","Man City","1992-1993",29,0,0.03,1.45,8,20.69,0,0,37.93,45,0,1.73,4,2,1.73,1,NA,41.38,7,45
"1376","Jason Cundy","Spurs","1992-1993",15,0,0.07,1.07,2,26.67,0,0,46.67,46,0,1.85,1,2,1.85,1,NA,26.67,1,46
"1379","Graham Stuart","Norwich","1992-1993",39,0,0.23,1.28,8,35.9,0,0,33.33,45,0,1.75,6,8,1.75,9,NA,30.77,3,45
"1387","Carl Tiler","Charlton","1992-1993",37,0,0,1,8,27.03,0,0,48.65,45,0,1.88,0,0,1.88,0,NA,24.32,6,45
"1389","Colin Woodthorpe","Norwich","1992-1993",7,0,0,1.43,3,14.29,0,0,42.86,46,0,1.86,1,2,1.86,0,78,42.86,0,46
"14","Martin Keown","Leicester","1992-1993",29,0,0,1.28,9,24.14,0,0,41.38,49,0,1.85,0,1,1.85,0,80,34.48,1,49
"1400","David Smith","Norwich","1992-1993",6,0,0,1.83,3,33.33,0,0,16.67,45,0,1.75,0,1,1.75,0,70,50,1,45
"1408","Eddie Youds","Charlton","1992-1993",16,0,0,1,0,43.75,0,0,37.5,45,0,1.88,3,6,1.88,0,81,18.75,4,45
"1431","Jason Kearton","Everton","1992-1993",5,0,0,0.8,0,20,0,0,60,46,0,1.85,0,3,1.85,0,NA,20,0,46
"14311","Adie Mike","Man City","1992-1993",3,0,0,0,0,0,0,0,100,42,0,1.83,1,2,1.83,0,74,0,0,42
"143582","Paul McGee","Wimbledon","1992-1993",3,0,0,0.67,0,66.67,0,0,33.33,47,0,1.68,1,2,1.68,0,62,0,0,47
"1442","Simon Tracey","Sheff Utd","1992-1993",10,0,0,1.1,2,20,0,0,50,48,1,1.83,0,0,1.83,0,NA,30,0,48
"1449","Nicky Marker","Blackburn","1992-1993",15,0,0,1.67,3,6.67,0,0,40,50,0,1.83,3,3,1.83,0,NA,53.33,1,50
"145","Nigel Martyn","Everton","1992-1993",42,0,0,1.17,11,38.1,0,0,35.71,49,0,1.88,0,0,1.88,0,NA,26.19,2,49
"1456","Tommy Widdrington","Southampton","1992-1993",12,0,0,1.83,2,8.33,0,0,33.33,44,0,1.75,4,1,1.75,0,NA,58.33,3,44
"1461","Dane Whitehouse","Sheff Utd","1992-1993",14,0,0.36,1.86,2,35.71,0,0,14.29,45,0,1.78,5,0,1.78,5,71,50,2,45
"1483","Simon Barker","QPR","1992-1993",25,0,0.04,1.64,5,32,0,0,24,51,0,1.75,2,4,1.75,1,NA,44,2,51
"1497","Steve Morrow","Arsenal","1992-1993",16,0,0,1.38,5,6.25,0,0,50,45,0,1.83,0,3,1.83,0,77,43.75,0,45
"1498","Karl Ready","QPR","1992-1993",3,0,0,1.33,1,33.33,0,0,33.33,43,0,1.85,0,1,1.85,0,NA,33.33,0,43
"14989","John Harkes","Nott'm Forest","1992-1993",29,0,0.07,1.55,6,31.03,0,0,27.59,48,0,1.8,4,6,1.8,2,74,41.38,1,48
"1499","Danny Maddix","QPR","1992-1993",14,0,0,1.43,1,35.71,0,0,28.57,48,0,1.8,1,5,1.8,0,75,35.71,1,48
"15000","Glyn Hodges","Nott'm Forest","1992-1993",31,0,0.13,1.13,5,25.81,0,0,45.16,52,1,1.83,5,3,1.83,4,81,29.03,5,52
"15002","Mark Beeney","Leeds","1992-1993",1,0,0,1,0,100,0,0,0,48,0,1.93,0,0,1.93,0,92,0,0,48
"15005","Mark Bright","Charlton","1992-1993",35,0,0.34,1.26,7,31.43,0,0,37.14,53,0,1.85,0,2,1.85,12,83,31.43,3,53
"15006","Nigel Pearson","Middlesbrough","1992-1993",16,0,0.06,1.19,3,43.75,0,0,31.25,52,0,1.85,0,3,1.85,1,90,25,0,52
"15007","John Hendrie","Barnsley","1992-1993",32,0,0.28,1.19,7,25,0,0,43.75,52,0,1.73,2,1,1.73,9,78,31.25,2,52
"15008","Franz Carr","Bolton","1992-1993",8,0,0.38,1.5,2,0,0,0,50,49,0,1.7,5,0,1.7,3,69,50,1,49
"15009","Brian McClair","Man Utd","1992-1993",42,0,0.21,2,17,28.57,0,0,14.29,52,0,1.78,2,1,1.78,9,82,57.14,0,52
"15010","Garry Parker","Leicester","1992-1993",37,0,0.24,1.73,11,27.03,0,0,24.32,50,0,1.8,10,0,1.8,9,84,48.65,0,50
"15011","Earl Barrett","Sheff Wed","1992-1993",42,0,0.02,1.76,15,26.19,0,0,23.81,48,0,1.8,0,0,1.8,1,69,50,3,48
"15013","Vinnie Jones","Wimbledon","1992-1993",34,0,0.06,1.26,9,38.24,0,0,32.35,50,1,1.85,2,0,1.85,2,NA,29.41,8,50
"15016","Steve Clarke","Chelsea","1992-1993",20,0,0,1.3,3,40,0,0,30,52,0,1.78,2,2,1.78,0,79,30,0,52
"15025","Peter Shirtliff","Barnsley","1992-1993",20,0,0,1.7,4,20,0,0,30,54,0,1.83,1,0,1.83,0,84,50,1,54
"1504","Chris Kiwomya","Arsenal","1992-1993",38,0,0.26,1.16,9,36.84,0,0,36.84,46,0,1.75,2,0,1.75,10,NA,26.32,3,46
"1512","Keith Rowland","West Ham","1992-1993",2,0,0,2,0,50,0,0,0,44,0,1.78,0,2,1.78,0,NA,50,0,44
"1520","David Smith","Coventry","1992-1993",6,0,0.17,1.67,2,16.67,0,0,33.33,47,0,1.73,2,0,1.73,1,69,50,0,47
"1525","Dean Austin","Crystal Palace","1992-1993",34,0,0,1.56,8,23.53,0,0,32.35,45,0,1.8,7,1,1.8,0,NA,44.12,5,45
"1527","Iain Dowie","West Ham","1992-1993",36,0,0.31,1.19,8,19.44,0,0,47.22,50,0,1.85,2,2,1.85,11,NA,33.33,8,50
"1535","Steve Livingstone","Chelsea","1992-1993",3,0,0,0.33,0,33.33,0,0,66.67,46,0,1.85,0,2,1.85,0,NA,0,0,46
"1543","Kingsley Black","Nott'm Forest","1992-1993",24,0,0.21,0.79,2,16.67,0,0,62.5,47,0,1.75,3,5,1.75,5,70,20.83,0,47
"15471","Robert Warzycha","Everton","1992-1993",20,0,0.05,0.85,1,25,0,0,55,52,0,1.73,9,5,1.73,1,NA,20,0,52
"1552","Bradley Allen","QPR","1992-1993",25,0,0.4,1.6,3,28,0,0,28,44,0,1.73,2,4,1.73,10,NA,44,0,44
"1555","Andy Linighan","Crystal Palace","1992-1993",21,0,0.1,1.19,8,47.62,0,0,28.57,53,0,1.91,0,2,1.91,2,NA,23.81,1,53
"1556","Rufus Brevett","West Ham","1992-1993",15,0,0,1.2,3,40,0,0,33.33,46,0,1.73,0,1,1.73,0,NA,26.67,0,46
"1560","Chris Coleman","Blackburn","1992-1993",38,0,0.13,1.18,8,39.47,0,0,34.21,45,0,1.88,6,7,1.88,5,81,26.32,1,45
"15663","Eric Cantona","Man Utd","1992-1993",35,0,0.43,1.94,10,31.43,0,0,14.29,49,0,1.87,4,2,1.87,15,80,54.29,3,49
"15664","Tony Coton","Sunderland","1992-1993",40,0,0,1.4,11,27.5,0,0,35,54,0,1.88,0,0,1.88,0,86,37.5,2,54
"15673","Bryan Robson","Middlesbrough","1992-1993",14,0,0.07,2.29,2,14.29,0,0,14.29,58,0,1.75,0,9,1.75,1,78,71.43,2,58
"15674","Ronnie Rosenthal","Spurs","1992-1993",27,0,0.22,1.48,1,14.81,0,0,40.74,52,0,1.8,9,11,1.8,6,82,44.44,0,52
"1575","Simon Rodger","Crystal Palace","1992-1993",23,0,0.09,1.39,7,34.78,0,0,30.43,44,0,1.75,1,1,1.75,2,NA,34.78,0,44
"1578","John Salako","Charlton","1992-1993",13,0,0,0.69,2,46.15,0,0,46.15,46,0,1.78,3,1,1.78,0,77,7.69,0,46
"1580","Ian Selley","Arsenal","1992-1993",9,0,0,0.67,3,33.33,0,0,55.56,41,0,1.75,0,0,1.75,0,NA,11.11,2,41
"1590","David James","Portsmouth","1992-1993",29,0,0,1.24,9,31.03,0,0,37.93,45,1,1.96,0,0,1.96,0,88,31.03,0,45
"1591","Lee Dixon","Arsenal","1992-1993",29,0,0,1.48,11,24.14,0,0,34.48,51,0,1.73,2,0,1.73,0,75,41.38,4,51
"1594","Alan Wright","Sheff Utd","1992-1993",25,0,0,1.56,11,24,0,0,32,44,0,1.63,3,0,1.63,0,61,44,0,44
"1595","Tony Adams","Arsenal","1992-1993",35,0,0,1.51,13,22.86,0,0,34.29,49,0,1.91,2,2,1.91,0,87,42.86,3,49
"1596","Gareth Southgate","Middlesbrough","1992-1993",33,0,0.09,1.18,6,45.45,0,0,30.3,45,0,1.83,2,0,1.83,3,NA,24.24,1,45
"1598","Ugo Ehiogu","Middlesbrough","1992-1993",4,0,0,1.25,0,50,0,0,25,43,0,1.88,1,3,1.88,0,90,25,0,43
"1604","Andy Myers","Bradford","1992-1993",3,0,0,0.67,1,66.67,0,0,33.33,42,0,1.78,1,0,1.78,0,NA,0,0,42
"1609","David Wetherall","Bradford","1992-1993",13,0,0.08,1.38,5,46.15,0,0,23.08,44,0,1.91,2,0,1.91,1,NA,30.77,3,44
"16114","Gordon Cowans","Aston Villa","1992-1993",24,0,0.04,1.79,10,16.67,0,0,29.17,57,0,1.7,6,1,1.7,1,61,54.17,1,57
"16115","John Fashanu","Aston Villa","1992-1993",29,0,0.21,1.34,8,31.03,0,0,34.48,53,1,1.88,3,2,1.88,6,86,34.48,3,53
"16116","Phil King","Aston Villa","1992-1993",12,0,0.08,1.42,1,41.67,0,0,25,48,0,1.73,4,1,1.73,1,79,33.33,0,48
"16118","Frank McAvennie","Swindon","1992-1993",3,0,0,1.33,0,33.33,0,0,33.33,56,0,1.75,0,3,1.75,0,70,33.33,0,56
"16119","Paul McGrath","Derby","1992-1993",42,0,0.1,1.76,15,26.19,0,0,23.81,56,0,1.85,1,0,1.85,4,88,50,1,56
"16127","Darren Beckford","Oldham","1992-1993",15,0,0.27,1.67,1,26.67,0,0,26.67,48,0,1.85,6,2,1.85,4,70,46.67,1,48
"16128","Lee Chapman","Leeds","1992-1993",40,0,0.38,1.2,7,37.5,0,0,35,56,0,1.88,3,4,1.88,15,83,27.5,2,56
"1614","Dion Dublin","Leicester","1992-1993",7,0,0.14,1.43,2,14.29,0,0,42.86,46,0,1.88,1,4,1.88,1,NA,42.86,1,46
"16178","Richard Holden","Oldham","1992-1993",41,0,0.07,1.39,10,29.27,0,0,34.15,51,0,1.8,3,1,1.8,3,79,36.59,3,51
"16179","Mike Hooper","Newcastle","1992-1993",9,0,0,1.44,2,11.11,0,0,44.44,51,0,1.91,0,1,1.91,0,85,44.44,0,51
"1618","Paul Merson","Aston Villa","1992-1993",33,0,0.18,1.58,9,21.21,0,0,33.33,47,0,1.83,11,1,1.83,6,83,45.45,2,47
"16180","Chris Kamara","Sheff Utd","1992-1993",13,0,0,0.69,1,23.08,0,0,61.54,58,0,1.85,2,4,1.85,0,76,15.38,2,58
"16181","David Kerslake","Spurs","1992-1993",8,0,0,1.13,2,37.5,0,0,37.5,49,0,1.75,1,0,1.75,0,77,25,0,49
"16183","Mike Marsh","Coventry","1992-1993",28,0,0.04,1.18,4,32.14,0,0,39.29,46,0,1.73,5,6,1.73,1,70,28.57,1,46
"16184","Damien Matthew","Crystal Palace","1992-1993",4,0,0,1.75,0,25,0,0,25,45,0,1.8,3,1,1.8,0,68,50,0,45
"16185","Andy Pearce","Wimbledon","1992-1993",24,0,0.04,1.42,6,29.17,0,0,33.33,49,0,1.93,1,3,1.93,1,94,37.5,4,49
"16186","John Pemberton","Leeds","1992-1993",19,0,0,1.37,4,26.32,0,0,36.84,51,0,1.8,0,0,1.8,0,82,36.84,4,51
"16187","Robert Rosario","Nott'm Forest","1992-1993",38,0,0.11,1.32,6,28.95,0,0,36.84,49,0,1.91,5,0,1.91,4,77,34.21,6,49
"16189","Carl Shutt","Man City","1992-1993",14,0,0,1.5,0,21.43,0,0,35.71,54,0,1.78,4,8,1.78,0,80,42.86,0,54
"16190","Andy Thorn","Wimbledon","1992-1993",34,0,0.03,1.21,8,32.35,0,0,38.24,49,1,1.83,3,0,1.83,1,72,29.41,4,49
"16191","Roy Wegerle","Coventry","1992-1993",28,0,0.14,1.07,5,32.14,0,0,42.86,51,0,1.81,3,12,1.81,4,75,25,2,51
"16192","David White","Leeds","1992-1993",42,0,0.38,1.36,11,28.57,0,0,35.71,48,0,1.85,3,0,1.85,16,80,35.71,1,48
"16193","Chris Whyte","Coventry","1992-1993",34,0,0.03,1.12,7,32.35,0,0,41.18,54,0,1.85,1,0,1.85,1,76,26.47,6,54
"16194","Ray Wilkins","QPR","1992-1993",27,0,0.07,1.7,6,25.93,0,0,25.93,59,0,1.73,0,0,1.73,2,68,48.15,2,59
"1622","Ray Parlour","Middlesbrough","1992-1993",21,0,0.05,1.14,5,28.57,0,0,42.86,42,0,1.78,4,5,1.78,1,NA,28.57,3,42
"1623","Peter Beagrie","Bradford","1992-1993",22,0,0.14,1.18,0,22.73,0,0,45.45,50,0,1.73,2,11,1.73,3,NA,31.82,2,50
"1634","Lee Sharpe","Bradford","1992-1993",27,0,0.04,2.22,10,22.22,0,0,11.11,44,0,1.83,2,0,1.83,1,73,66.67,0,44
"1638","Gunnar Halle","Bradford","1992-1993",41,0,0.12,1.2,3,24.39,0,0,43.9,50,0,1.8,3,0,1.8,5,75,31.71,2,50
"1645","John Lukic","Arsenal","1992-1993",39,0,0,1.28,11,35.9,0,0,33.33,55,0,1.93,0,0,1.93,0,NA,30.77,1,55
"1651","Dean Saunders","Bradford","1992-1993",41,0,0.34,1.78,13,24.39,0,0,24.39,51,0,1.73,3,0,1.73,14,67,51.22,2,51
"1660","Steve Stone","Portsmouth","1992-1993",12,0,0.08,1.17,1,16.67,0,0,50,44,0,1.75,1,1,1.75,1,NA,33.33,2,44
"1671","Tony Dorigo","Derby","1992-1993",33,0,0.03,1.33,10,33.33,0,0,33.33,50,0,1.75,1,0,1.75,1,71,33.33,1,50
"1678","Chris Sutton","Aston Villa","1992-1993",38,0,0.21,1.74,11,23.68,0,0,26.32,42,0,1.88,2,6,1.88,8,NA,50,5,42
"1681","Dennis Wise","Southampton","1992-1993",27,0,0.11,1.44,8,33.33,0,0,29.63,49,0,1.68,0,0,1.68,3,NA,37.04,8,49
"1685","Kevin Hitchcock","Chelsea","1992-1993",20,0,0,1.35,7,30,0,0,35,53,0,1.85,0,0,1.85,0,NA,35,0,53
"1687","Graeme Le Saux","Southampton","1992-1993",23,0,0,1.61,3,17.39,0,0,34.78,47,0,1.78,4,4,1.78,0,NA,47.83,2,47
"16890","Derek Allan","Southampton","1992-1993",1,0,0,0,0,0,0,0,100,41,0,1.83,0,1,1.83,0,77,0,0,41
"16894","Joe Allon","Chelsea","1992-1993",3,0,0,0.33,0,33.33,0,0,66.67,49,0,1.8,1,2,1.8,0,77,0,0,49
"16896","Viv Anderson","Sheff Wed","1992-1993",26,0,0.12,1.42,5,26.92,0,0,34.62,59,0,1.85,2,2,1.85,3,83,38.46,3,59
"16897","Dalian Atkinson","Aston Villa","1992-1993",28,0,0.39,1.71,8,32.14,0,0,21.43,47,0,1.83,4,0,1.83,11,87,46.43,1,47
"16898","Dennis Bailey","QPR","1992-1993",15,0,0.07,1.07,1,26.67,0,0,46.67,50,0,1.78,6,2,1.78,1,73,26.67,0,50
"16899","Clive Baker","Ipswich","1992-1993",31,0,0,1.1,8,32.26,0,0,41.94,56,0,1.75,0,1,1.75,0,70,25.81,0,56
"16900","Gary Bannister","Nott'm Forest","1992-1993",31,0,0.26,1.1,6,22.58,0,0,48.39,55,0,1.78,3,4,1.78,8,73,29.03,1,55
